Position,Artist,Song Title,Year,JSON file,Split Names,Song Language
67,Ricky Nelson,I Got a Feeling,1958,446.json,Ricky Nelson,en
68,Poni Tails,Born Too Late,1958,447.json,Poni Tails,en
70,Four Preps,Big Man,1958,449.json,Four Preps,en
71,Crickets,Oh Boy,1958,450.json,Crickets,en
72,Chuck Willis,What Am I Living For,1958,451.json,Chuck Willis,en
73,Chuck Berry,Johnny B Goode,1958,452.json,Chuck Berry,en
74,Eddie Cochran,Summertime Blues,1958,453.json,Eddie Cochran,en
76,Peggy Lee,Fever,1958,455.json,Peggy Lee,en
77,Ed Townsend,For Your Love,1958,456.json,Ed Townsend,en
78,Paul Anka,You Are My Destiny,1958,457.json,Paul Anka,en
81,Johnny Cash,Ballad of a Teenage Queen,1958,460.json,Johnny Cash,en
82,Pat Boone,It's Too Soon to Know,1958,461.json,Pat Boone,en
83,Jimmy McCracklin,The Walk,1958,462.json,Jimmy McCracklin,en
84,Perry Como,Kewpie Doll,1958,463.json,Perry Como,en
85,George Hamilton Iv,Why Don't They Understand,1958,464.json,George Hamilton Iv,en
86,Frankie Avalon,Dede Dinah,1958,465.json,Frankie Avalon,en
87,Pat Boone,Sugar Moon,1958,466.json,Pat Boone,en
88,Everly Brothers,Devoted to You,1958,467.json,Everly Brothers,en
89,Chantels,Maybe,1958,468.json,Chantels,en
90,Kathy Linden,Billy,1958,469.json,Kathy Linden,en
91,Johnny Cash,Guess Things Happen That Way,1958,470.json,Johnny Cash,en
92,Olympics,Western Movies,1958,471.json,Olympics,en
93,Roy Hamilton,Don't Let Go,1958,472.json,Roy Hamilton,en
94,Hollywood Flames,Buzz-Buzz-Buzz,1958,473.json,Hollywood Flames,en
95,Jerry Lee Lewis,Breathless,1958,474.json,Jerry Lee Lewis,en
96,Jan and Arnie,Jennie Lee,1958,475.json,Jan,en
98,Marty Robins,The Story of My Life,1958,477.json,Marty Robins,en
99,Frankie Avalon,I'll Wait For You,1958,478.json,Frankie Avalon,en
100,Frankie Avalon,Ginger Bread,1958,479.json,Frankie Avalon,en
1,Johnny Horton,The Battle Of New Orleans,1959,480.json,Johnny Horton,en
2,Bobby Darin,Mack The Knife,1959,481.json,Bobby Darin,en
3,Lloyd Price,Personality,1959,482.json,Lloyd Price,en
4,Frankie Avalon,Venus,1959,483.json,Frankie Avalon,en
5,Paul Anka,Lonely Boy,1959,484.json,Paul Anka,en
6,Bobby Darin,Dream Lover,1959,485.json,Bobby Darin,en
7,Browns,The Three Bells,1959,486.json,Browns,en
9,Wilbert Harrison,Kansas City,1959,488.json,Wilbert Harrison,en
10,Fleetwoods,Mr. Blue,1959,489.json,Fleetwoods,en
11,Santo and Johnny,Sleep Walk,1959,490.json,Santo,en
12,Paul Anka,Put Your Head On My Shoulder,1959,491.json,Paul Anka,en
13,Lloyd Price,Stagger Lee,1959,492.json,Lloyd Price,en
14,Ritchie Valens,Donna,1959,493.json,Ritchie Valens,en
15,Dodie Stevens,Pink Shoelaces,1959,494.json,Dodie Stevens,en
16,Platters,Smoke Gets In Your Eyes,1959,495.json,Platters,en
17,Coasters,Charlie Brown,1959,496.json,Coasters,en
18,Martin Denny,Quiet Village,1959,497.json,Martin Denny,en
19,Carl Dobkins Jr.,My Heart Is An Open Book,1959,498.json,Carl Dobkins Jr.,en
20,Everly Brothers,('Til) I Kissed You,1959,499.json,Everly Brothers,en
21,Phil Phillips and The Twilights,Sea Of Love,1959,500.json,Phil Phillips,en
23,Lloyd Price,I'm Gonna Get Married,1959,502.json,Lloyd Price,en
24,Impalas,Sorry (I Ran All The Way Home),1959,503.json,Impalas,en
25,Dion and The Belmonts,A Teenager In Love,1959,504.json,Dion,en
27,Brook Benton,It's Just A Matter Of Time,1959,506.json,Brook Benton,en
28,Connie Francis,Lipstick On Your Collar,1959,507.json,Connie Francis,en
29,Drifters,There Goes My Baby,1959,508.json,Drifters,en
30,Elvis Presley,A Big Hunk O' Love,1959,509.json,Elvis Presley,en
31,Johnny and The Hurricanes,Red River Rock,1959,510.json,Johnny,en
32,Stonewall Jackson,Waterloo,1959,511.json,Stonewall Jackson,en
34,Elvis Presley,(Now And Then There's) A Fool Such As I,1959,513.json,Elvis Presley,en
35,Virtues,Guitar Boogie Shuffle,1959,514.json,Virtues,en
37,Edward Burns and Connie Stevens,Kookie Kookie (Lend Me Your Comb),1959,516.json,Edward Burns,en
38,Thomas Wayne,Tragedy,1959,517.json,Thomas Wayne,en
39,Connie Francis,My Happiness,1959,518.json,Connie Francis,en
41,Fabian,Tiger,1959,520.json,Fabian,en
42,Ricky Nelson,Never Be Anyone Else But You,1959,521.json,Ricky Nelson,en
43,Della Reese,Don't You Know,1959,522.json,Della Reese,en
44,Elvis Presley,I Need Your Love Tonight,1959,523.json,Elvis Presley,en
45,Dinah Washington,What A Diff'rence A Day Makes,1959,524.json,Dinah Washington,en
47,Jerry Wallace,Primrose Lane,1959,526.json,Jerry Wallace,en
48,David Seville and The Chipmunks,Alvin's Harmonica,1959,527.json,David Seville,en
49,Andy Williams,Lonely Street,1959,528.json,Andy Williams,en
50,Ray Charles,What'd I Say,1959,529.json,Ray Charles,en
51,Sarah Vaughan,Broken-hearted Melody,1959,530.json,Sarah Vaughan,en
52,Franck Pourcel,Only You,1959,531.json,Franck Pourcel,en
53,Billy Grammer,Gotta Travel On,1959,532.json,Billy Grammer,en
54,Coasters,Poison Ivy,1959,533.json,Coasters,en
55,Fabian,Turn Me Loose,1959,534.json,Fabian,en
56,Jackie Wilson,Lonely Teardrops,1959,535.json,Jackie Wilson,en
57,Andy Williams,Hawaiian Wedding Song,1959,536.json,Andy Williams,en
59,Frankie Avalon,Just Ask Your Heart,1959,538.json,Frankie Avalon,en
60,Travis and Bob,Tell Him No,1959,539.json,Travis,en
61,Connie Francis,Frankie,1959,540.json,Connie Francis,en
62,Bell Notes,I've Had It,1959,541.json,Bell Notes,en
63,Lavern Baker,I Cried A Tear,1959,542.json,Lavern Baker,en
64,Platters,Enchanted,1959,543.json,Platters,en
65,Skyliners,Since I Don't Have You,1959,544.json,Skyliners,en
67,David Seville and The Chipmunks,The Chipmunk Song,1959,546.json,David Seville,en
68,Fats Domino,I Want To Walk You Home,1959,547.json,Fats Domino,en
69,Fiestas,So Fine,1959,548.json,Fiestas,en
70,Frankie Avalon,Bobby Sox To Stockings,1959,549.json,Frankie Avalon,en
71,Wink Martindale,Deck Of Cards,1959,550.json,Wink Martindale,en
72,Clyde Mcphatter,A Lover's Question,1959,551.json,Clyde Mcphatter,en
73,Flamingos,I Only Have Eyes For You,1959,552.json,Flamingos,en
74,Ricky Nelson,It's Late,1959,553.json,Ricky Nelson,en
76,Annette,Tall Paul,1959,555.json,Annette,en
77,Kingston Trio,The Tijuana Jail,1959,556.json,Kingston Trio,en
78,Ricky Nelson,Just A Little Too Much,1959,557.json,Ricky Nelson,en
79,Jack Scott,Goodbye Baby,1959,558.json,Jack Scott,en
80,Coasters,Along Came Jones,1959,559.json,Coasters,en
81,Tommy Dee and Carol Kay,Three Stars,1959,560.json,Tommy Dee,en
82,Frankie Avalon,A Boy Without A Girl,1959,561.json,Frankie Avalon,en
83,Ricky Nelson,Sweeter Than You,1959,562.json,Ricky Nelson,en
84,Skip and Flip,It Was I,1959,563.json,Skip,en
85,Kathy Linden,"Goodbye, Jimmy, Goodbye",1959,564.json,Kathy Linden,en
87,Brook Benton,Endlessly,1959,566.json,Brook Benton,en
88,Guy Mitchell,Heartaches By The Number,1959,567.json,Guy Mitchell,en
89,Frankie Ford,Sea Cruise,1959,568.json,Frankie Ford,en
90,Jackie Wilson,That's Why,1959,569.json,Jackie Wilson,en
91,Falcons,You're So Fine,1959,570.json,Falcons,en
92,Bobby Rydell,Kissin' Time,1959,571.json,Bobby Rydell,en
93,Elvis Presley,My Wish Came True,1959,572.json,Elvis Presley,en
95,Jan and Dean,Baby Talk,1959,574.json,Jan,en
96,Preston Epps,Bongo Rock,1959,575.json,Preston Epps,en
97,Everly Brothers,Take A Message To Mary,1959,576.json,Everly Brothers,en
98,Mormon Tabernacle Choir,Battle Hymn Of The Republic,1959,577.json,Mormon Tabernacle Choir,en
100,Paul Evans and The Curls,(Seven Little Girls) Sitting In The Back Seat,1959,579.json,Paul Evans,en
1,Percy Faith,"Theme From ""A Summer Place""",1960,580.json,Percy Faith,en
2,Jim Reeves,He'll Have To Go,1960,581.json,Jim Reeves,en
3,Everly Brothers,Cathy's Clown,1960,582.json,Everly Brothers,en
4,Johnny Preston,Running Bear,1960,583.json,Johnny Preston,en
5,Mark Dinning,Teen Angel,1960,584.json,Mark Dinning,en
6,Brenda Lee,I'm Sorry,1960,585.json,Brenda Lee,en
7,Elvis Presley,It's Now Or Never,1960,586.json,Elvis Presley,en
8,Jimmy Jones,Handy Man,1960,587.json,Jimmy Jones,en
9,Elvis Presley,Stuck On You,1960,588.json,Elvis Presley,en
10,Chubby Checker,The Twist,1960,589.json,Chubby Checker,en
11,Connie Francis,Everybody's Somebody's Fool,1960,590.json,Connie Francis,en
12,Bobby Rydell,Wild One,1960,591.json,Bobby Rydell,en
13,Brothers Four,Greenfields,1960,592.json,Brothers Four,en
14,Jack Scott,What In The World's Come Over You,1960,593.json,Jack Scott,en
15,Marty Robbins,El Paso,1960,594.json,Marty Robbins,en
16,Hollywood Argyles,Alley Oop,1960,595.json,Hollywood Argyles,en
17,Connie Francis,My Heart Has A Mind Of Its Own,1960,596.json,Connie Francis,en
18,Brenda Lee,Sweet Nothin's,1960,597.json,Brenda Lee,en
19,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,1960,598.json,Brian Hyl,en
20,Roy Orbison,Only The Lonely,1960,599.json,Roy Orbison,en
21,Dion and The Belmonts,Where Or When,1960,600.json,Dion,en
22,Connie Stevens,Sixteen Reasons,1960,601.json,Connie Stevens,en
23,Paul Anka,Puppy Love,1960,602.json,Paul Anka,en
24,Frankie Avalon,Why,1960,603.json,Frankie Avalon,en
26,Drifters,Save The Last Dance For Me,1960,605.json,Drifters,en
27,Brook Benton and Dinah Washington,Baby (You Got What It Takes),1960,606.json,Brook Benton,en
28,Johnny Horton,Sink The Bismark,1960,607.json,Johnny Horton,en
29,Sam Cooke,Chain Gang,1960,608.json,Sam Cooke,en
30,Everly Brothers,Let It Be Me,1960,609.json,Everly Brothers,en
31,Jimmy Jones,Good Timin',1960,610.json,Jimmy Jones,en
32,Bobby Darin,Beyond The Sea,1960,611.json,Bobby Darin,en
33,Jimmy Clanton,Go Jimmy Go,1960,612.json,Jimmy Clanton,en
34,Jackie Wilson,Night,1960,613.json,Jackie Wilson,en
35,Jack Scott,Burning Bridges,1960,614.json,Jack Scott,en
36,Toni Fisher,The Big Hurt,1960,615.json,Toni Fisher,en
38,Conway Twitty,Lonely Blue Boy,1960,617.json,Conway Twitty,en
39,Steve Lawrence,Pretty Blue Eyes,1960,618.json,Steve Lawrence,en
41,Anita Bryant,Paper Roses,1960,620.json,Anita Bryant,en
43,Brenda Lee,I Want To Be Wanted,1960,622.json,Brenda Lee,en
44,Fendermen,Mule Skinner Blues,1960,623.json,Fendermen,en
45,Johnny Preston,Cradle Of Love,1960,624.json,Johnny Preston,en
47,Hank Locklin,"Please Help Me, I'm Falling",1960,626.json,Hank Locklin,en
48,Ron Holden,Love You So,1960,627.json,Ron Holden,en
49,Hank Ballard and The Midnighters,Finger Poppin' Time,1960,628.json,Hank Ballard,en
50,Platters,Harbor Lights,1960,629.json,Platters,en
51,Billy Bland,Let The Little Girl Dance,1960,630.json,Billy Bl,en
52,Jeanne Black,He'll Have To Stay,1960,631.json,Jeanne Black,en
53,Ferrante and Teicher,Theme From The Apartment,1960,632.json,Ferrante,en
55,Jimmy Charles,A Million To One,1960,634.json,Jimmy Charles,en
56,Andy Williams,The Village Of St. Bernadette,1960,635.json,Andy Williams,en
57,Browns,The Old Lamplighter,1960,636.json,Browns,en
59,Bobby Vee,Devil Or Angel,1960,638.json,Bobby Vee,en
60,Four Preps,Down By The Station,1960,639.json,Four Preps,en
61,Little Dippers,Forever,1960,640.json,Little Dippers,en
62,Safaris and The Phantom's Band,Image Of A Girl,1960,641.json,Safaris,en
63,Brook Benton,Kiddio,1960,642.json,Brook Benton,en
64,Donnie Brooks,Mission Bell,1960,643.json,Donnie Brooks,en
65,Marv Johnson,I Love The Way You Love,1960,644.json,Marv Johnson,en
66,Paul Anka,It's Time To Cry,1960,645.json,Paul Anka,en
67,Ray Peterson,Tell Laura I Love Her,1960,646.json,Ray Peterson,en
68,Connie Francis,Mama,1960,647.json,Connie Francis,en
69,Steve Lawrence,Footsteps,1960,648.json,Steve Lawrence,en
70,Everly Brothers,So Sad,1960,649.json,Everly Brothers,en
71,Brenda Lee,That's All You Gotta Do,1960,650.json,Brenda Lee,en
72,Fats Domino,Walking To New Orleans,1960,651.json,Fats Domino,en
73,Connie Francis,Among My Souvenirs,1960,652.json,Connie Francis,en
74,Bobby Rydell,Swingin' School,1960,653.json,Bobby Rydell,en
75,Dinah Washington and Brook Benton,A Rockin' Good Way,1960,654.json,Dinah Washington,en
76,Neil Sedaka,Stairway To Heaven,1960,655.json,Neil Sedaka,en
77,Paul Anka,My Home Town,1960,656.json,Paul Anka,en
78,Ray Charles,Georgia On My Mind,1960,657.json,Ray Charles,en
80,Sam Cooke,Wonderful World,1960,659.json,Sam Cooke,en
82,Lloyd Price,Lady Luck,1960,661.json,Lloyd Price,en
83,Crests,Step By Step,1960,662.json,Crests,en
84,Paul Evans,Happy-Go-Lucky Me,1960,663.json,Paul Evans,en
85,Ricky Nelson,Young Emotions,1960,664.json,Ricky Nelson,en
86,Johnny Burnette,Dreamin',1960,665.json,Johnny Burnette,en
87,Johnny Tillotson,Poetry In Motion,1960,666.json,Johnny Tillotson,en
89,Joe Jones,You Talk Too Much,1960,668.json,Joe Jones,en
91,Everly Brothers,When Will I Be Loved,1960,670.json,Everly Brothers,en
92,Bob Luman,Let's Think About Livin',1960,671.json,Bob Luman,en
93,Guy Mitchell,Heartaches By The Number,1960,672.json,Guy Mitchell,en
94,Anita Bryant,In My Little Corner Of The World,1960,673.json,Anita Bryant,en
95,Jackie Wilson,Doggin' Around,1960,674.json,Jackie Wilson,en
96,Bobby Rydell,Little Bitty Girl,1960,675.json,Bobby Rydell,en
97,Barret Strong,Money,1960,676.json,Barret Strong,en
98,Maurice Williams,Stay,1960,677.json,Maurice Williams,en
99,Charlie Rich,Lonely Weekends,1960,678.json,Charlie Rich,en
100,Larry Hall,Sandy,1960,679.json,Larry Hall,en
1,Bobby Lewis,Tossin' And Turnin',1961,680.json,Bobby Lewis,en
2,Patsy Cline,I Fall To Pieces,1961,681.json,Patsy Cline,en
3,Highwaymen,Michael,1961,682.json,Highwaymen,en
4,Roy Orbison,Cryin',1961,683.json,Roy Orbison,en
5,Del Shannon,Runaway,1961,684.json,Del Shannon,en
6,Jive Five,My True Story,1961,685.json,Jive Five,en
7,Chubby Checker,Pony Time,1961,686.json,Chubby Checker,en
8,String-a-longs,Wheels,1961,687.json,String-a-longs,en
9,Dee Clark,Raindrops,1961,688.json,Dee Clark,en
12,Bobby Vee,Take Good Care Of My Baby,1961,691.json,Bobby Vee,en
13,Roy Orbison,Running Scared,1961,692.json,Roy Orbison,en
14,Shirelles,Dedicated To The One I Love,1961,693.json,Shirelles,en
16,Shirelles,Will You Love Me Tomorrow,1961,695.json,Shirelles,en
18,Connie Francis,Where The Boys Are,1961,697.json,Connie Francis,en
19,Ray Charles,Hit The Road Jack,1961,698.json,Ray Charles,en
20,Sue Thompson,Sad Movies (Make Me Cry),1961,699.json,Sue Thompson,en
21,Ernie K-Doe,Mother-In-Law,1961,700.json,Ernie K-Doe,en
22,Dovells,Bristol Stomp,1961,701.json,Dovells,en
23,Ricky Nelson,Travelin' Man,1961,702.json,Ricky Nelson,en
24,Miracles,Shop Around,1961,703.json,Miracles,en
25,Brook Benton,The Boll Weevil Song,1961,704.json,Brook Benton,en
26,Gene Mcdaniels,A Hundred Pounds Of Clay,1961,705.json,Gene Mcdaniels,en
27,Dick and Deedee,The Mountain's High,1961,706.json,Dick,en
28,Marty Robbins,Don't Worry,1961,707.json,Marty Robbins,en
30,Steve Lawrence,Portrait Of My Love,1961,709.json,Steve Lawrence,en
31,"Gary ""U.S."" Bonds",Quarter To Three,1961,710.json,"Gary ""U.S."" Bonds",en
32,Barry Mann,"Who Put The Bomp (In The Bomp, Bomp, Bomp)",1961,711.json,Barry Mann,en
33,Neil Sedaka,Calendar Girl,1961,712.json,Neil Sedaka,en
34,Chris Kenner,I Like It Like That,1961,713.json,Chris Kenner,en
35,Jorgen Ingmann,Apache,1961,714.json,Jorgen Ingmann,en
36,Linda Scott,Don't Bet Money Honey,1961,715.json,Linda Scott,en
37,Johnny Tillotson,Without You,1961,716.json,Johnny Tillotson,en
38,Ferlin Husky,Wings Of A Dove,1961,717.json,Ferlin Husky,en
39,Elvis Presley,Little Sister,1961,718.json,Elvis Presley,en
40,Marcels,Blue Moon,1961,719.json,Marcels,en
41,Shep and The Limelites,Daddy's Home,1961,720.json,Shep,en
42,Troy Shondell,This Time,1961,721.json,Troy Shondell,en
43,"Clarence ""Frog Man"" Henry",I Don't Know Why But I Do,1961,722.json,"Clarence ""Frog Man"" Henry",en
45,Faron Young,Hello Walls,1961,724.json,Faron Young,en
46,Dion,Runaround Sue,1961,725.json,Dion,en
47,Arthur Lyman,Yellow Bird,1961,726.json,Arthur Lyman,en
48,Timi Yuro,Hurt,1961,727.json,Timi Yuro,en
49,Ricky Nelson,Hello Mary Lou,1961,728.json,Ricky Nelson,en
50,Capris,There's A Moon Out Tonight,1961,729.json,Capris,en
51,Elvis Presley,Surrender,1961,730.json,Elvis Presley,en
52,Paris Sisters,I Love How You Love Me,1961,731.json,Paris Sisters,en
53,Lee Dorsey,Ya Ya,1961,732.json,Lee Dorsey,en
54,"Gary ""U.S."" Bonds",School Is Out,1961,733.json,"Gary ""U.S."" Bonds",en
56,Ral Donner,You Don't Know What You've Got (Until You Lose It),1961,735.json,Ral Donner,en
57,Everly Brothers,Walk Right Back,1961,736.json,Everly Brothers,en
58,Lettermen,The Way You Look Tonight,1961,737.json,Lettermen,en
59,Pat Boone,Moody River,1961,738.json,Pat Boone,en
60,Ray Charles,One Mint Julep,1961,739.json,Ray Charles,en
61,Adam Wade,Take Good Care Of Her,1961,740.json,Adam Wade,en
62,Carla Thomas,Gee Whiz (Look At His Eyes),1961,741.json,Carla Thomas,en
63,Ben E. King,Stand By Me,1961,742.json,Ben E. King,en
64,Ben E. King,Spanish Harlem,1961,743.json,Ben E. King,en
65,Ike and Tina Turner,It's Gonna Work Out Fine,1961,744.json,Ike,en
66,Echoes,Baby Blue,1961,745.json,Echoes,en
67,Buzz Clifford,Baby Sittin' Boogie,1961,746.json,Buzz Clifford,en
68,Del Shannon,Hats Off To Larry,1961,747.json,Del Shannon,en
69,Caesar and The Romans,Those Oldies But Goodies,1961,748.json,Caesar,en
70,Chubby Checker,The Fly,1961,749.json,Chubby Checker,en
71,Elvis Presley,(Marie's The Name) His Latest Flame,1961,750.json,Elvis Presley,en
72,Bert Kaempfert and His Orch.,Wonderland By Night,1961,751.json,Bert Kaempfert,en
73,Tony Orlando,Bless You,1961,752.json,Tony Orl,en
74,Linda Scott,I've Told Every Little Star,1961,753.json,Linda Scott,en
75,Bobby Lewis,One Track Mind,1961,754.json,Bobby Lewis,en
76,Rosie and The Originals,Angel Baby,1961,755.json,Rosie,en
77,Curtis Lee,Pretty Little Angel Eyes,1961,756.json,Curtis Lee,en
78,Brook Benton,Think Twice,1961,757.json,Brook Benton,en
79,Lonnie Donegan,Does Your Chewing Gum Lose Its Flavor (On The Bedpost Overnight),1961,758.json,Lonnie Donegan,en
80,Connie Francis,Breakin' In A Brand New Broken Heart,1961,759.json,Connie Francis,en
81,Shirelles,Mama Said,1961,760.json,Shirelles,en
82,Fats Domino,Let The Four Winds Blow,1961,761.json,Fats Domino,en
83,Adam Wade,The Writing On The Wall,1961,762.json,Adam Wade,en
84,Matt Monroe,My Kind Of Girl,1961,763.json,Matt Monroe,en
85,Paul Anka,"Tonight My Love, Tonight",1961,764.json,Paul Anka,en
86,Jimmy Dean,Big Bad John,1961,765.json,Jimmy Dean,en
87,Bobby Rydell,Good Time Baby,1961,766.json,Bobby Rydell,en
88,Floyd Cramer,San Antonio Rose,1961,767.json,Floyd Cramer,en
89,Bobby Vee,Rubber Ball,1961,768.json,Bobby Vee,en
90,Ray Peterson,Missing You,1961,769.json,Ray Peterson,en
91,Brenda Lee,Dum Dum,1961,770.json,Brenda Lee,en
93,Brenda Lee,You Can Depend On Me,1961,772.json,Brenda Lee,en
94,Chubby Checker,Let's Twist Again,1961,773.json,Chubby Checker,en
96,Elvis Presley,Are You Lonesome Tonight,1961,775.json,Elvis Presley,en
97,Don Gibson,Sea Of Heartbreak,1961,776.json,Don Gibson,en
98,Four Preps,More Money For You And Me Medley,1961,777.json,Four Preps,en
99,Bobby Darin,You Must Have Been A Beautiful Baby,1961,778.json,Bobby Darin,en
100,Drifters,Please Stay,1961,779.json,Drifters,en
2,Ray Charles,I Can't Stop Loving You,1962,781.json,Ray Charles,en
3,Dee Dee Sharp,Mashed Potato Time,1962,782.json,Dee Dee Sharp,en
4,Bobby Vinton,Roses Are Red (My Love),1962,783.json,Bobby Vinton,en
6,Shelley Fabares,Johnny Angel,1962,785.json,Shelley Fabares,en
7,Little Eva,The Loco-Motion,1962,786.json,Little Eva,en
8,Sensations,Let Me In,1962,787.json,Sensations,en
9,Chubby Checker,The Twist,1962,788.json,Chubby Checker,en
10,Shirelles,Soldier Boy,1962,789.json,Shirelles,en
11,Bruce Channel,Hey! Baby,1962,790.json,Bruce Channel,en
12,Dion,The Wanderer,1962,791.json,Dion,en
13,Gene Chandler,Duke Of Earl,1962,792.json,Gene Ch,en
14,Freddy Cannon,Palisades Park,1962,793.json,Freddy Cannon,en
15,Neil Sedaka,Breaking Up Is Hard To Do,1962,794.json,Neil Sedaka,en
16,Claude King,Wolverton Mountain,1962,795.json,Claude King,en
17,Chubby Checker,Slow Twistin',1962,796.json,Chubby Checker,en
18,Johnny Tillotson,It Keeps Right On a-Hurtin',1962,797.json,Johnny Tillotson,en
19,Mary Wells,The One Who Really Loves You,1962,798.json,Mary Wells,en
20,Elvis Presley,Good Luck Charm,1962,799.json,Elvis Presley,en
22,Tommy Roe,Sheila,1962,801.json,Tommy Roe,en
23,Sam Cooke,Twistin' The Night Away,1962,802.json,Sam Cooke,en
24,Orlons,Wah-Watusi,1962,803.json,Orlons,en
25,Joey Dee and The Starlighters,Peppermint Twist,1962,804.json,Joey Dee,en
26,Brenda Lee,Break It To Me Gently,1962,805.json,Brenda Lee,en
27,Marvelettes,Playboy,1962,806.json,Marvelettes,en
28,Nat King Cole,Ramblin' Rose,1962,807.json,Nat King Cole,en
29,Brian Hyland,Sealed With A Kiss,1962,808.json,Brian Hyl,en
30,Jay and The Americans,She Cried,1962,809.json,Jay,en
31,Connie Francis,Don't Break The Heart That Loves You,1962,810.json,Connie Francis,en
32,Gary U.S. Bonds,Dear Lady Twist,1962,811.json,Gary U.S. Bonds,en
33,Sue Thompson,Norman,1962,812.json,Sue Thompson,en
34,Ketty Lester,Love Letters,1962,813.json,Ketty Lester,en
